clip_id	sec	frames	sample_tokens	text
LJ030-0241	5.580	70	585	President Johnson emphasized Youngblood's instantaneous reaction after the first shot:
LJ030-0243	8.401	106	886	but I had no time to speculate as to its origin because Agent Youngblood turned in a flash, immediately after the first explosion,
LJ030-0245	2.364	30	261	I was pushed down by Agent Youngblood.
LJ030-0247	8.262	104	871	I was bent over under the weight of Agent Youngblood's body, toward Mrs. Johnson and Senator Yarborough, end quote,
LJ030-0249	8.041	101	846	reported that Youngblood was in the rear seat using his body to shield the Vice President before the second and third shots were fired.
LJ030-0251	8.529	107	894	None stayed at the scene of the shooting, and none entered the Texas School Book Depository Building at or immediately after the shooting.
LJ030-0253	5.127	65	546	and not be diverted unless it is necessary to accomplish the protective assignment.
LJ030-0255	4.802	61	512	approximately twenty or twenty-five minutes after the shots were fired.
LJ031-0002	9.504	119	992	The Warren Commission Report. By The President's Commission on the Assassination of President Kennedy. Chapter two. The Assassination: Part three.
LJ031-0004	7.205	91	761	In the final instant of the assassination, the Presidential motorcade began a race to Parkland Memorial Hospital,
LJ031-0006	5.777	73	617	On receipt of the radio message from Kellerman to the lead car that the President had been hit,
LJ031-0008	7.960	100	834	Meanwhile, Chief Curry ordered the police base station to notify Parkland Hospital that the wounded President was en route.
LJ031-0010	7.879	99	828	Chief Curry radioed, quote, Go to the hospital -- Parkland Hospital. Have them stand by, end quote,
LJ031-0012	3.838	48	411	The base station replied, quote, They have been notified, end quote,
LJ031-0014	6.520	82	693	the Presidential limousine arrived at the emergency entrance of the Parkland Hospital at about twelve:thirty-five p.m.
LJ031-0016	9.086	114	957	Admiral Burkley, the President's physician, arrived at the hospital, quote, between three and five minutes following the arrival of the President, end quote.
LJ031-0018	8.181	103	861	When Parkland Hospital received the notification, the staff in the emergency area was alerted and trauma rooms one and two were prepared.
LJ031-0020	1.354	17	153	two rooms were prepared.
LJ031-0024	2.097	27	234	Gene C. Akin;
LJ031-0026	2.271	29	253	Dr. Fouad A. Bashour.
LJ031-0030	9.005	113	946	Governor Connally, who had lost consciousness on the ride to the hospital, regained consciousness when the limousine stopped abruptly at the emergency entrance.
LJ031-0032	8.993	113	949	Although he was reclining in his wife's arms, he lurched forward in an effort to stand upright and get out of the car, but he collapsed again.
LJ031-0034	4.129	52	443	The Governor was lifted onto a stretcher and taken into trauma room two.
LJ031-0036	7.066	89	750	but then Kellerman, Greer, and Lawson lifted the President onto a stretcher and pushed it into trauma room one.
LJ031-0038	7.646	96	806	The first physician to see the President at Parkland Hospital was Dr. Charles J. Carrico, a resident in general surgery.
LJ031-0040	7.287	92	773	Approximately two minutes later, Dr. Carrico saw the President on his back, being wheeled into the emergency area.
LJ031-0042	7.333	92	768	made no voluntary movements; had his eyes open with the pupils dilated without any reaction to light,
LJ031-0044	5.835	73	615	On the basis of these findings, Dr. Carrico concluded that President Kennedy was still alive.
LJ031-0046	5.592	70	591	and an extensive wound in the President's head where a sizable portion of the skull was missing.
LJ031-0048	6.160	78	656	followed by, quote, more profuse bleeding, end quote, after some circulation was established.
LJ031-0052	3.804	48	409	and also ragged tissue which indicated a tracheal injury.
LJ031-0054	9.492	119	997	At that point, direction of the President's treatment was undertaken by Dr. Malcolm O. Perry, who arrived at trauma room one a few moments after the President.
LJ031-0056	9.655	121	1014	Observing that an effective airway had to be established if treatment was to be effective, Dr. Perry performed a tracheotomy, which required three to five minutes.
LJ031-0058	3.641	46	392	to infuse blood and fluids into the circulatory system.
LJ031-0060	5.429	68	579	Dr. Robert N. McClelland entered at that point and assisted Dr. Perry with the tracheotomy.
LJ031-0062	2.515	32	278	then joined in the effort to revive the President.
LJ031-0064	5.383	68	572	Drs. Paul C. Peters and Charles R. Baxter initiated these procedures.
LJ031-0066	8.831	111	929	the doctors were able to maintain peripheral circulation as monitored at the neck (carotid) artery and at the wrist (radial) pulse.
LJ031-0068	2.538	32	276	While these medical efforts were in progress,
LJ031-0070	3.130	40	344	Dr. Clark, who most closely observed the head wound,
LJ031-0072	3.734	47	405	Dr. Clark did not see any other hole or wound on the President's head.
LJ031-0074	4.465	56	476	quote, could have easily been hidden in the blood and hair, end quote,
LJ031-0078	9.609	121	1010	At approximately one p.m., after last rites were administered to the President by Father Oscar L. Huber, Dr. Clark pronounced the President dead.
LJ031-0080	8.668	109	912	The time was fixed at one p.m., as an approximation, since it was impossible to determine the precise moment when life left the President.
LJ031-0082	4.907	62	525	From a medical viewpoint, President Kennedy was alive when he arrived at Parkland Hospital;
LJ031-0084	7.879	99	831	But his condition was hopeless, and the extraordinary efforts of the doctors to save him could not help but to have been unavailing.
LJ031-0086	4.140	52	442	the President remained on his back throughout his medical treatment at Parkland.
LJ031-0088	7.426	93	777	This man was in obvious extreme distress and any more thorough inspection would have involved several minutes -- well, several
LJ031-0090	7.577	95	797	A thorough inspection would have involved washing and cleansing the back, and this is not practical in treating an acutely injured patient.
LJ031-0092	2.840	36	313	Did you ever have occasion to look at the President's back?
LJ031-0094	2.677	34	292	and you have to establish adequate circulation.
LJ031-0096	7.438	93	779	Question: Was any effort made to inspect the President's back after he had expired? Answer: No, sir.
LJ031-0098	2.538	32	279	I suppose nobody really had the heart to do it.
LJ031-0100	1.516	19	169	Treatment of Governor Connally
LJ031-0102	4.802	61	519	Governor Connally was originally seen by Dr. Carrico and Dr. Richard Dulany.
LJ031-0104	3.722	47	403	At approximately twelve:forty-five p.m., Dr. Robert Shaw,
LJ031-0106	3.664	46	393	whose major wound fell within Dr. Shaw's area of specialization.
LJ031-0108	8.459	106	890	Rubber tubes were inserted between the second and third ribs to reexpand the right lung, which had collapsed because of the opening in the chest wall.
LJ031-0110	7.588	95	800	by cutting away the edges of the wound on the front of the Governor's chest and suturing the damaged lung and lacerated muscles.
LJ031-0112	7.368	93	778	in its greatest diameter, was treated by cutting away the damaged skin and suturing the back muscle and skin.
LJ031-0116	7.925	100	838	Dr. Charles F. Gregory, chief of orthopedic surgery, operated on the wounds of Governor Connally's right wrist,
LJ031-0118	8.982	113	947	The wound on the back of the wrist was left partially open for draining, and the wound on the palm side was enlarged, cleansed, and closed.
LJ031-0120	2.515	32	276	While the second operation was in progress,
LJ031-0122	2.364	30	262	treated the gunshot wound in the left thigh.
LJ031-0124	6.520	82	689	was cleansed and closed with sutures; but a small metallic fragment remained in the Governor's leg.
LJ031-0126	5.139	65	551	As President Kennedy and Governor Connally were being removed from the limousine onto stretchers,
LJ031-0128	3.955	50	424	and escorted them into Parkland Hospital through the emergency entrance.
LJ031-0130	5.789	73	614	Two men from the President's follow-up car were detailed to help protect the Vice President.
LJ031-0132	2.933	37	317	U.S. Representatives Henry B. Gonzalez,
LJ031-0134	8.424	106	888	On one occasion Mrs. Johnson, accompanied by two Secret Service agents, left the room to see Mrs. Kennedy and Mrs. Connally.
LJ031-0136	5.998	75	629	The Vice President decided to wait until he received definitive word of the President's condition.
LJ031-0138	5.139	65	547	Special Agent Youngblood learned from Mrs. Johnson the location of her two daughters
LJ031-0140	7.078	89	749	When consulted by the Vice President, O'Donnell advised him to go to the airfield immediately and return to Washington.
LJ031-0142	4.581	58	490	The Vice President conferred with White House Assistant Press Secretary Malcolm Kilduff
LJ031-0144	7.879	99	832	When told that Mrs. Kennedy refused to leave without the President's body, the Vice President said that he would not leave Dallas without her.
LJ031-0146	2.852	36	312	and wait for Mrs. Kennedy and the President's body.
LJ031-0148	8.982	113	945	Immediately after President Kennedy's stretcher was wheeled into trauma room one, Secret Service agents took positions at the door of the small emergency room.
LJ031-0150	6.079	76	637	Other Secret Service agents posted themselves in the corridors and other areas near the emergency room.
LJ031-0152	8.482	107	898	Agents Kellerman and Hill telephoned the head of the White House detail, Gerald A. Behn, to advise him of the assassination.
LJ031-0154	7.054	89	745	Secret Service agents stationed at later stops on the President's itinerary of November twenty-two were redeployed.
LJ031-0156	5.452	69	580	The Secret Service group awaiting the President in Austin were instructed to return to Washington.
LJ031-0158	6.915	87	733	As soon as one of the agents learned of the shooting, he asked the officer in charge of the police detail at the airport
LJ031-0160	2.794	35	301	The police were cautioned to prevent picture taking.
LJ031-0162	4.547	57	481	other terminal buildings and the neighboring parking lots, of all people.
LJ031-0164	2.376	30	260	and a move would require new measures.
LJ031-0166	7.170	90	752	Unmarked police cars took the Vice President and Mrs. Johnson from Parkland Hospital to Love Field.
LJ031-0168	7.716	97	808	In another car Mrs. Johnson was driven to the airport accompanied by Secret Service agents and Representative Brooks.
LJ031-0170	6.346	80	670	During the drive Vice President Johnson, at Youngblood's instruction, kept below window level.
LJ031-0172	6.195	78	655	While the team of doctors at Parkland Hospital tried desperately to save the life of President Kennedy,
LJ031-0174	2.167	28	243	After the President was pronounced dead,
LJ031-0176	4.314	54	459	A casket was obtained and the President's body was prepared for removal.
LJ031-0178	9.040	113	942	two Dallas officials informed members of the President's start that the body could not be removed from the city until an autopsy was performed.
LJ031-0180	7.530	95	797	At approximately two:fifteen p.m. the casket was loaded, with some difficulty because of the narrow airplane door,
LJ031-0182	7.170	90	759	Concerned that the local officials might try to prevent the plane's departure, O'Donnell asked that the pilot take off immediately.
LJ031-0184	2.039	26	227	Swearing in of the New President
LJ031-0186	5.742	72	606	who advised that Mr. Johnson take the Presidential oath of office before the plane left Dallas.
LJ031-0188	7.832	98	819	Members of the Presidential and Vice-Presidential parties filled the central compartment of the plane to witness the swearing in.
LJ031-0190	5.986	75	635	Mrs. Kennedy and Mrs. Johnson stood at the side of the new President as he took the oath of office.
LJ031-0192	1.853	24	211	Return to Washington, D.C.
LJ031-0194	3.014	38	328	At five:fifty-eight p.m. Eastern Standard Time,
LJ031-0196	5.789	73	614	Detailed security arrangements had been made by radio from the President's plane on the return flight.
LJ031-0198	5.266	66	554	Upon arrival, President Johnson made a brief statement over television and radio.
LJ031-0200	5.441	69	582	The President then walked to the Executive Office Building, where he worked until nine p.m.
LJ031-0202	6.636	83	696	Mrs. Kennedy chose the hospital in Bethesda for the autopsy because the President had served in the Navy.
LJ031-0206	5.429	68	575	Mrs. Kennedy was guarded by Secret Service agents in quarters assigned to her in the naval hospital.
LJ031-0208	6.137	77	647	The hospital received the President's body for autopsy at approximately seven:thirty-five p.m.
LJ031-0210	7.844	99	826	The autopsy report noted that President Kennedy was forty-six years of age, seventy-two and one half inches tall,
LJ031-0212	7.705	97	809	The body was muscular and well developed with no gross skeletal abnormalities except for those caused by the gunshot wounds.
LJ031-0214	4.082	52	440	The autopsy examination revealed two wounds in the President's head.
LJ031-0216	8.622	108	900	was located about an inch (two point five centimeters) to the right and slightly above the large bony protrusion
LJ031-0218	6.938	87	727	The second head wound measured approximately five inches (thirteen centimeters) in its greatest diameter,
LJ031-0222	7.867	99	822	The surgeons observed, through X-ray analysis, thirty or forty tiny dustlike fragments of metal
LJ031-0224	4.024	51	432	with a sizable metal fragment lying just above the right eye.
LJ031-0226	7.461	94	789	The autopsy also disclosed a wound near the base of the back of President Kennedy's neck slightly to the right of his spine.
LJ031-0228	7.995	100	842	concluded that the bullet had emerged from the front portion of the President's neck that had been cut away by the tracheotomy at Parkland.
LJ031-0230	6.694	84	704	After the autopsy was concluded at approximately eleven p.m., the President's body was prepared for burial.
LJ031-0232	6.602	83	692	Shortly thereafter, the President's wife, family and aides left Bethesda Naval Hospital.
LJ032-0003	6.822	86	717	The preceding chapter has established that the bullets which killed President Kennedy and wounded Governor Connally
LJ032-0005	4.396	55	467	and that the weapon which fired these bullets was a Mannlicher-Carcano
LJ032-0007	7.333	92	770	In this chapter the Commission evaluates the evidence upon which it has based its conclusion concerning the identity of the assassin.
LJ032-0009	4.640	58	493	(two) the means by which the weapon was brought into the Depository Building,
LJ032-0011	8.831	111	927	(four) the killing of Dallas Patrolman J. D. Tippit within forty-five minutes after the assassination, (five)
LJ032-0013	1.807	23	204	and killing Patrolman Tippit,
LJ032-0017	2.747	35	300	Ownership And Possession Of Assassination Weapon
LJ032-0019	9.272	116	968	Shortly after the Mannlicher-Carcano rifle was found on the sixth floor of the Texas School Book Depository Building, agents of the FBI
LJ032-0021	9.562	120	999	was a distributor of surplus Italian six point five-millimeter military rifles. During the evening of November twenty-two, nineteen sixty-three,
LJ032-0023	3.397	43	368	to Klein's Sporting Goods Co., of Chicago, Illinois.
LJ032-0025	8.877	111	928	the officers of Klein's discovered that a rifle bearing serial number C two seven six six had been shipped to one A. Hidell,
LJ032-0027	8.030	101	843	According to its microfilm records, Klein's received an order for a rifle on March thirteen, nineteen sixty-three,
LJ032-0029	8.877	111	930	The order coupon was signed, in handprinting, "A. Hidell, P.O. Box two nine one five, Dallas, Texas."
LJ032-0031	6.149	77	642	Document examiners for the Treasury Department and the FBI testified unequivocally
LJ032-0033	7.136	90	755	Oswald's writing on these and other documents was identified by comparing the writing and printing on the documents in question
LJ032-0035	8.088	102	854	In addition to the order coupon the envelope contained a. U.S. postal money order for twenty-one dollars, forty-five cents,
LJ032-0037	3.780	48	408	The canceled money order was obtained from the Post Office Department.
LJ032-0039	2.364	30	260	and opposite the printed word "From"
LJ032-0041	3.444	44	376	These words were also in the handwriting of Lee Harvey Oswald.
LJ032-0045	7.670	96	807	This price included nineteen dollars, ninety-five cents for the rifle and the scope, and one dollar, fifty cents for postage and handling.
LJ032-0047	3.769	48	409	According to the vice president of Klein's, William Waldman,
LJ032-0049	8.459	106	884	The specific rifle shipped against the order had been received by Klein's from Crescent on February twenty-one, nineteen sixty-three.
LJ032-0051	7.472	94	784	On that date, Klein's placed an internal control number V C eight three six on this rifle.
LJ032-0053	7.588	95	793	control number V C eight three six, serial number C two seven six six, was shipped parcel post to
LJ032-0055	8.657	109	906	Information received from the Italian Armed Forces Intelligence Service has established that this particular rifle was the only rifle of its type
LJ032-0057	9.144	115	959	The post office box to which the rifle was shipped was rented to "Lee H. Oswald" from October nine, nineteen sixty-two,
LJ032-0059	4.837	61	511	Experts on handwriting identification from the Treasury Department and the FBI
LJ032-0061	4.732	60	507	as was a change-of-address card dated May twelve, nineteen sixty-three,
LJ032-0065	9.423	118	982	In accordance with postal regulations, the portion of the application which lists names of persons, other than the applicant, entitled to receive mail
LJ032-0067	8.691	109	910	Postal Inspector Harry D. Holmes of the Dallas Post Office testified, however, that when a package is received for a certain box,
LJ032-0069	5.383	68	576	The person having access to the box then takes the notice to the window and is given the package.
LJ032-0071	8.854	111	933	Oswald's use of the name "Hidell" to purchase the assassination weapon was one of several instances in which he used this name as an alias.
LJ032-0073	7.786	98	824	purchased by mail-order coupon from Seaport-Traders, Inc., a mail-order division of George Rose and Co., Los Angeles.
LJ032-0075	3.931	50	426	with the address of post office box two nine one five in Dallas.
LJ032-0077	8.262	104	867	Among other identification cards in Oswald's wallet at the time of his arrest were a Selective Service notice of classification,
LJ032-0079	1.992	25	219	Also in his wallet at that time
LJ032-0081	6.776	85	715	On the Hidell Selective Service card there appeared a signature, "Alek J. Hidell,"
LJ032-0083	9.434	118	979	Experts on questioned documents from the Treasury Department and the FBI testified that the Hidell cards were counterfeit photographic reproductions
LJ032-0085	6.300	79	661	The Hidell signature on the notice of classification was in the handwriting of Oswald.
LJ032-0087	7.403	93	775	was a purported international certificate of vaccination signed by "Dr. A. J. Hideel,
LJ032-0089	7.403	93	777	It certified that Lee Harvey Oswald had been vaccinated for smallpox on June eight, nineteen sixty-three.
LJ032-0091	5.290	67	564	There is no "Dr. Hideel" licensed to practice medicine in Louisiana.
LJ032-0093	9.307	117	971	but Oswald had rented post office box three zero zero six one in New Orleans on June three, nineteen sixty-three,
LJ032-0095	9.075	114	948	as additional persons entitled to receive mail in the box. The New Orleans postal authorities had not discarded the portion of the application
LJ032-0097	6.160	78	652	Expert testimony confirmed that the writing on this application was that of Lee Harvey Oswald.
LJ032-0099	6.033	76	639	to serve as president of the so-called New Orleans Chapter of the Fair Play for Cuba Committee.
LJ032-0101	9.330	117	980	testified that she first learned of Oswald's use of the fictitious name "Hidell" in connection with his pro-Castro activities in New Orleans.
LJ032-0103	6.938	87	734	The name "Hidell" was stamped on some of the "Chapter's" printed literature and on the membership application blanks.
LJ032-0105	9.075	114	955	quote, I knew there was no such organization. And I know Hidell is merely an altered Fidel, and I laughed at such foolishness.
LJ032-0107	2.167	28	243	When seeking employment in New Orleans,
LJ032-0109	2.387	30	261	Both names were found to be fictitious.
LJ032-0111	5.754	72	607	Letters received by Marina Oswald from her husband signed "Alek" were given to the Commission.
LJ032-0113	7.658	96	805	Based on the above evidence, the Commission concluded that Oswald purchased the rifle found on the sixth floor of the Depository Building.
LJ032-0115	4.674	59	501	A few minutes after the rifle was discovered on the sixth floor of the Depository Building
LJ032-0117	7.496	94	787	He lifted the rifle by the wooden stock after his examination convinced him that the wood was too rough to take fingerprints.
LJ032-0119	6.056	76	640	but only after Day viewed the knob on the bolt through a magnifying glass and found no prints.
LJ032-0121	6.729	85	714	He applied fingerprint powder to the side of the metal housing near the trigger, and noticed traces of two prints.
LJ032-0123	7.809	98	818	the rifle was released to the FBI and forwarded to Washington where it was examined on the morning of November twenty-three
LJ032-0125	9.539	120	1003	In his testimony before the Commission, Latona stated that when he received the rifle, the area where prints were visible was protected by cellophane.
LJ032-0127	7.948	100	830	the formations, the ridge formations and characteristics, were insufficient for purposes of either effecting identification
LJ032-0129	7.391	93	778	Accordingly, my opinion simply was that the latent prints which were there were of no value, end quote.
LJ032-0131	9.446	119	994	He stated that the poor quality of the wood and the metal would cause the rifle to absorb moisture from the skin, thereby making a clear print unlikely.
LJ032-0133	6.265	79	667	Lieutenant Day of the Dallas Police Department had "lifted" a palmprint from the underside of the gun barrel
LJ032-0135	8.390	105	876	"Lifting" a print involves the use of adhesive material to remove the fingerprint powder which adheres to the original print.
LJ032-0137	7.763	98	825	The lifting had been so complete in this case that there was no trace of the print on the rifle itself when it was examined by Latona.
LJ032-0139	5.824	73	618	Day, on the other hand, believed that sufficient traces of the print had been left on the rifle barrel,
LJ032-0141	8.610	108	902	The print arrived in the FBI Laboratory in Washington on November twenty-nine, mounted on a card on which Lieutenant Day had written the words
LJ032-0143	3.676	46	392	The print's positive identity as having been lifted from the rifle
LJ032-0145	4.686	59	501	also bore impressions of the same irregularities that appeared on the barrel of the rifle.
LJ032-0147	2.782	35	303	At the request of the Commission, Arthur Mandella,
LJ032-0149	6.265	79	663	Latona's findings were also confirmed by Ronald G. Wittmus, another FBI fingerprint expert.
LJ032-0151	8.436	106	881	Experts testifying before the Commission agreed that palmprints are as unique as fingerprints for purposes of establishing identification.
LJ032-0153	8.320	104	874	A palmprint could not be placed on this portion of the rifle, when assembled, because the wooden foregrip covers the barrel at this point.
LJ032-0155	1.412	18	161	Fibers on Rifle
LJ032-0157	6.613	83	696	was a tuft of several cotton fibers of dark blue, gray-black, and orange-yellow shades.
LJ032-0159	8.413	106	887	these fibers were examined by Paul M. Stombaugh, a special agent assigned to the Hair and Fiber Unit of the FBI Laboratory.
LJ032-0161	6.207	78	654	This shirt was also composed of dark blue, gray- black and orange-yellow cotton fibers.
LJ032-0163	8.099	102	848	Stombaugh explained in his testimony that in fiber analysis, as distinct from fingerprint or firearms identification,
LJ032-0165	6.160	78	653	to the exclusion of all others because there are not enough microscopic characteristics present in fibers.
LJ032-0167	5.975	75	634	He concluded, quote, There is no doubt in my mind that these fibers could have come from this shirt.
LJ032-0169	4.163	53	449	Having considered the probabilities as explained in Stombaugh's testimony,
LJ032-0171	5.023	63	533	and that this was the same shirt which Oswald wore on the morning of the assassination.
LJ032-0173	6.822	86	721	The testimony of those who saw him after the assassination was inconclusive about the color of Oswald's shirt,
LJ032-0175	7.832	98	820	and identified the shirt as being the one worn by Oswald primarily because of a distinctive hole in the shirt's right elbow.
LJ032-0177	8.297	104	869	Although Oswald returned to his roominghouse after the assassination and when questioned by the police, claimed to have changed his shirt,
LJ032-0179	5.046	64	539	In light of these findings the Commission evaluated the additional testimony of Stombaugh
LJ032-0181	7.321	92	774	Although Stombaugh was unable to estimate the period of time the fibers were on the rifle he said that the fibers, quote,
LJ032-0183	8.773	110	920	The relative freshness of the fibers is strong evidence that they were caught on the rifle on the morning of the assassination or during the preceding evening.
LJ032-0185	7.914	99	825	Moreover, the Commission found no reliable evidence that Oswald used the rifle at any time between September twenty-three,
LJ032-0187	9.225	116	964	The fact that on the morning of the assassination Oswald was wearing the shirt from which these relatively fresh fibers most probably originated,
LJ032-0189	7.705	97	813	since there was limited, if any, opportunity for Oswald to handle the weapon during the two months prior to November twenty-two.
LJ032-0191	4.082	52	441	quote, put aside, end quote, after catching the fibers.
LJ032-0193	6.857	86	721	Because the relative freshness of these fibers might be explained by the continuous storage of the rifle in the blanket,
LJ032-0195	6.218	78	656	The Commission was able to conclude, however, that the fibers most probably came from Oswald's shirt.
LJ032-0197	2.457	31	266	Photograph of Oswald With Rifle
LJ032-0199	5.824	73	617	the Oswalds lived on Neely Street in Dallas in a rented house which had a small back yard.
LJ032-0201	5.615	71	595	and issues of two newspapers later identified as the Worker and the Militant.
LJ032-0205	9.121	115	960	photographed the rifle used in the assassination, attempting to duplicate the position of the rifle and the lighting in Exhibit Number one thirty-three A.
LJ032-0207	6.137	77	647	I found it to be the same general configuration. All appearances were the same, end quote,
LJ032-0211	5.917	74	621	The authenticity of these pictures has been established by expert testimony which links the second picture,
LJ032-0213	6.300	79	665	The negative of that picture, Commission Exhibit Number one thirty-three B, was found among Oswald's possessions.
LJ032-0215	6.102	77	650	Shaneyfelt compared this negative with a negative which he made by taking a new picture with Oswald's camera.
LJ032-0217	6.079	76	641	He could not test Exhibit Number one thirty-three A in the same way because the negative was never recovered.
LJ032-0219	2.248	29	252	They are photographs of the same scene.
LJ032-0221	8.680	109	911	it is reasonably certain that Exhibit Number one thirty-three A was taken by the same camera at the same time, as Marina Oswald testified.
LJ032-0223	3.444	44	379	and that Oswald's face had not been superimposed on another body.
LJ032-0225	9.191	115	961	and in many instances the details of these pictures differed from the original, and even from each other, particularly as to the configuration of the rifle.
LJ032-0227	8.877	111	927	Shaneyfelt testified that the published photographs appeared to be based on a copy of the original which the publications had each retouched differently.
LJ032-0229	2.747	35	299	This information enabled the Commission to conclude
LJ032-0231	1.853	24	211	and other details in the picture.
LJ032-0233	5.835	73	617	reinforce the belief that the rifle in the photograph is the rifle which Oswald bought from Klein's.
LJ032-0235	9.040	113	948	From an examination of one of the photographs, the Commission determined the dates of the issues of the Militant and the Worker which Oswald was holding in his hand.
LJ032-0237	4.918	62	524	it was established that the photographs must have been taken sometime after March twenty-seven.
LJ032-0239	2.352	30	260	on April ten, nineteen sixty-three.
LJ032-0241	8.262	104	865	ten days prior to the Walker attempt, Oswald had undoubtedly received the rifle shipped from Chicago on March twenty,
LJ032-0243	2.387	30	259	Rifle Among Oswald's Possessions
LJ032-0245	8.239	103	860	Moreover, it was the only rifle owned by her husband following his return from the Soviet Union in June nineteen sixty-two.
LJ032-0247	2.283	29	252	during the summer of nineteen sixty-three.
LJ032-0253	8.517	107	894	From September twenty-four, nineteen sixty-three, when Marina Oswald arrived in Irving from New Orleans, until the morning of the assassination,
LJ032-0255	2.735	35	302	About one week after the return from New Orleans,
LJ032-0257	4.198	53	452	When she started to open the blanket, she saw the stock of the rifle.
LJ032-0259	4.407	56	474	On several occasions, Michael Paine moved the blanket in the garage.
LJ032-0261	3.444	44	377	When he appeared before the Commission, Michael Paine lifted the blanket
LJ032-0263	5.928	75	629	About three hours after the assassination, a detective and deputy sheriff saw the blanket-roll,
LJ032-0265	6.961	88	741	Each man testified that he thought he could detect the outline of a rifle in the blanket, even though the blanket was empty.
LJ032-0267	6.567	83	694	examined the blanket and discovered a bulge approximately ten inches long midway in the blanket.
LJ032-0269	6.265	79	664	It could have been caused by the telescopic sight of the rifle which was approximately eleven inches long.
LJ032-0271	7.902	99	832	(two) Oswald's palmprint was on the rifle in a position which shows that he had handled it while it was disassembled,
LJ032-0273	7.577	95	795	(four) a photograph taken in the yard of Oswald's apartment showed him holding this rifle, and (five)
LJ032-0275	9.643	121	1006	the Commission concluded that the rifle used to assassinate President Kennedy and wound Governor Connally was owned and possessed by Lee Harvey Oswald.
LJ033-0002	3.165	40	341	Chapter four. The Assassin: Part two.
LJ033-0006	3.548	45	381	In this connection the Commission considered (one)
LJ033-0008	5.638	71	598	(two) the disappearance of the rifle from its normal place of storage, (three)
LJ033-0010	9.307	117	975	the presence of a long handmade brown paper bag near the point from which the shots were fired, and (five) the palmprint,
LJ033-0012	1.563	20	176	The Curtain Rod Story
LJ033-0014	8.343	105	880	Lee Harvey Oswald lived in a roominghouse in Dallas while his wife and children lived in Irving, at the home of Ruth Paine,
LJ033-0016	9.121	115	960	Oswald traveled between Dallas and Irving on weekends in a car driven by a neighbor of the Paines, Buell Wesley Frazier,
LJ033-0018	5.963	75	630	Oswald generally would go to Irving on Friday afternoon and return to Dallas Monday morning.
LJ033-0020	8.552	107	894	prior to November twenty-one, nineteen sixty-three, except on Monday, October twenty-one, when he visited his wife in the hospital
LJ033-0022	7.693	97	810	During the morning of November twenty-one, Oswald asked Frazier whether he could ride home with him that afternoon.
LJ033-0024	7.786	98	821	Oswald replied, quote, I'm going home to get some curtain rods to put in an apartment, end quote.
LJ033-0026	2.701	34	295	There was little conversation between them on the way home.
LJ033-0028	3.815	48	410	Frazier told her that Oswald had come home to get curtain rods.
LJ033-0030	7.902	99	830	Mrs. A. C. Johnson, his landlady, testified that Oswald's room at ten twenty-six North Beckley Avenue
LJ033-0032	4.547	57	485	In the Paines' garage, along with many other objects of a household character,
LJ033-0034	3.908	49	420	Oswald never asked Mrs. Paine about the use of curtain rods,
LJ033-0036	5.568	70	590	No curtain rods were known to have been discovered in the Depository Building after the assassination.
LJ033-0038	7.461	94	785	the Commission gave weight to the fact that Oswald gave a false reason for returning home on November twenty-one,
LJ033-0040	7.287	92	771	Before dinner on November twenty-one, Oswald played on the lawn of the Paines' home with his daughter June.
LJ033-0042	8.564	108	905	Between the hours of eight and nine p.m. they were occupied with the children in the bedrooms located at the extreme east end of the house.
LJ033-0044	9.609	121	1010	In the garage were the personal belongings of the Oswald family including, as the evidence has shown, the rifle wrapped in the old brown and green blanket.
LJ033-0046	6.381	80	676	went out to the garage to paint some children's blocks, and worked in the garage for half an hour or so.
LJ033-0048	4.465	56	480	Mrs. Paine was certain that she had not left the light on in the garage after dinner.
LJ033-0050	4.268	54	458	Marina Oswald testified that it was between nine and ten p.m.
LJ033-0052	9.585	120	999	The period between eight and nine p.m., however, provided ample opportunity for Oswald to prepare the rifle for his departure the next morning.
LJ033-0054	7.821	98	817	A firearms expert with the FBI assembled the rifle in six minutes using a ten-cent coin as a tool,
LJ033-0056	8.935	112	936	While the rifle may have already been disassembled when Oswald arrived home on Thursday, he had ample time that evening to disassemble the rifle
LJ033-0058	5.684	72	607	On the day of the assassination, Marina Oswald was watching television when she learned of the shooting.
LJ033-0060	5.324	67	563	Marina Oswald testified that at that time, quote, My heart dropped.
LJ033-0062	7.496	94	791	She did not unroll the blanket. She saw that it was in its usual position and it appeared to her to have something inside.
LJ033-0064	4.512	57	487	Mrs. Paine pointed out that most of the Oswalds' possessions were in the garage.
LJ033-0066	9.365	118	987	Mrs. Paine, who had no knowledge of the rifle, first said "No," but when the question was translated, Marina Oswald replied "Yes."
LJ033-0068	2.457	31	268	Mrs. Paine testified, quote,
LJ033-0070	9.075	114	959	And she indicated to me that she had peered into this roll and saw a portion of what she took to be a gun she knew her husband to have, a rifle.
LJ033-0072	5.174	65	552	I then stepped off of it and the officer picked it up in the middle and it bent so.
LJ033-0074	6.300	79	664	Marina Oswald testified that this was her first knowledge that the rifle was not in its accustomed place.
LJ033-0076	3.188	40	344	On the morning of November twenty-two, nineteen sixty-three,
LJ033-0078	8.784	110	927	Neither she nor Mrs. Paine saw him leave the house. About half-a-block away from the Paine house was the residence of Mrs. Linnie Mae Randle,
